STATE_NAME	COUNTY_NAME	STATE_FIPS	COUNTY_FIPS	total	totalsd	tot95l	tot95u	five_rank	fifty_rank	ninetyfive_rank	percent	persd	per95l	per95u	adjpercent	adjpersd	adjper95l	adjper95u	lipertot09
Kansas	Butler County	20	15	11006	650	9761	12265	524	888	1368	24.3	1.4	21.5	27.1	23.5	1.4	20.8	26.3	2
Kansas	Chase County	20	17	498	69	375	643	158	689	1837	24	3.3	18.1	31	22.5	3.2	16.9	29.3	2
Kansas	Chautauqua County	20	19	783	103	590	991	312	1115	2295	26.8	3.5	20.2	34	24.7	3.4	18.4	31.8	2
Kansas	Cherokee County	20	21	4104	363	3405	4854	602	1267	2145	26.5	2.3	22	31.4	25.5	2.3	21.1	30.3	2
Kansas	Cheyenne County	20	23	479	73	350	636	49	386	1461	22.8	3.5	16.6	30.2	20.4	3.3	14.6	27.5	2
Kansas	Clark County	20	25	454	60	342	577	592	1755	2855	29.9	3.9	22.5	38	27.8	3.8	20.6	35.6	3
Kansas	Clay County	20	27	1841	186	1484	2215	688	1560	2531	28.7	2.9	23.2	34.6	26.9	2.9	21.5	32.6	2
Kansas	Cloud County	20	29	1714	187	1371	2096	242	766	1730	24.7	2.7	19.7	30.2	22.9	2.7	18.1	28.4	2
Kansas	Coffey County	20	31	1528	169	1220	1860	293	870	1832	24.7	2.7	19.7	30.1	23.5	2.6	18.7	28.8	2
Kansas	Comanche County	20	33	450	59	340	571	673	1948	2948	31.4	4.1	23.7	39.9	28.8	4	21.5	37.2	3
Kansas	Cowley County	20	35	7047	467	6152	7983	1238	1885	2523	29.3	1.9	25.6	33.2	28.4	1.9	24.6	32.3	2
Kansas	Crawford County	20	37	7980	546	6927	9054	1079	1747	2372	28	1.9	24.3	31.8	27.7	1.9	24	31.5	2
Kansas	Decatur County	20	39	649	83	498	819	433	1373	2597	28.6	3.7	22	36.2	26.1	3.6	19.6	33.7	2
Kansas	Dickinson County	20	41	3807	333	3176	4488	661	1370	2205	27.4	2.4	22.8	32.3	25.9	2.4	21.4	30.7	2
Kansas	Doniphan County	20	43	1605	174	1276	1951	709	1718	2642	28.8	3.1	22.9	35	27.6	3.1	21.8	33.7	2
Kansas	Douglas County	20	45	16694	1019	14754	18791	168	322	570	19	1.2	16.8	21.4	19.6	1.1	17.4	21.9	1
Kansas	Edwards County	20	47	646	84	490	819	467	1519	2665	28.7	3.7	21.7	36.3	26.7	3.6	20	33.9	2
Kansas	Elk County	20	49	669	86	514	843	454	1468	2631	28.9	3.7	22.2	36.4	26.5	3.6	20	33.8	2
Kansas	Ellis County	20	51	5087	434	4238	5944	479	1042	1751	24.5	2.1	20.4	28.6	24.3	2.1	20.2	28.4	2
Kansas	Ellsworth County	20	53	1243	146	970	1546	312	996	2055	25.5	3	19.9	31.7	24.2	2.9	18.7	30.3	2
Kansas	Finney County	20	55	6965	651	5727	8289	650	1353	2169	25.4	2.4	20.9	30.3	25.8	2.3	21.3	30.6	2
Kansas	Ford County	20	57	6334	555	5282	7457	1098	1945	2646	28.5	2.5	23.8	33.6	28.6	2.5	23.9	33.7	2
Kansas	Franklin County	20	59	5275	399	4513	6076	915	1616	2325	27.9	2.1	23.9	32.2	27.1	2.1	23.1	31.3	2
Kansas	Geary County	20	61	6636	539	5614	7726	1395	2194	2785	29.3	2.4	24.8	34.1	29.9	2.4	25.4	34.6	2
Kansas	Gove County	20	63	566	70	434	708	608	1713	2796	30.5	3.8	23.4	38.2	27.7	3.7	20.7	35.3	3
Kansas	Graham County	20	65	504	70	376	648	193	849	2173	26.2	3.6	19.5	33.7	23.6	3.5	17.2	30.9	2
Kansas	Grant County	20	67	990	140	738	1286	68	372	1211	20.5	2.9	15.3	26.6	20.1	2.8	15	26.1	1
Kansas	Gray County	20	69	1053	128	812	1317	453	1344	2410	26.4	3.2	20.4	33.1	25.8	3.2	19.9	32.3	2
Kansas	Greeley County	20	71	275	38	204	350	654	1940	2936	30.7	4.2	22.8	39.1	28.6	4.1	20.9	36.9	3
Kansas	Greenwood County	20	73	1644	164	1329	1982	1272	2303	2949	32.7	3.3	26.4	39.4	30.5	3.2	24.4	37	3
Kansas	Hamilton County	20	75	493	74	355	646	315	1330	2649	26.9	4	19.4	35.2	25.9	4	18.6	34.2	2
Kansas	Harper County	20	77	1423	136	1167	1693	1448	2493	3012	33.8	3.2	27.7	40.2	31.6	3.2	25.6	38.1	3
Kansas	Harvey County	20	79	6072	456	5223	7013	444	909	1592	24.7	1.9	21.3	28.6	23.7	1.9	20.2	27.5	2
Kansas	Haskell County	20	81	722	97	543	918	568	1609	2761	27.9	3.7	20.9	35.4	27.2	3.7	20.4	34.6	2
Kansas	Hodgeman County	20	83	402	56	298	516	472	1565	2738	28.9	4.1	21.4	37.1	27	3.9	19.8	35	2
Kansas	Jackson County	20	85	2605	228	2173	3065	707	1463	2268	27.5	2.4	22.9	32.4	26.3	2.4	21.9	31.1	2
Kansas	Jefferson County	20	87	3269	294	2723	3864	311	752	1454	24.1	2.2	20.1	28.5	22.8	2.1	18.9	27.1	2
Kansas	Jewell County	20	89	678	86	523	858	320	1079	2276	27.5	3.5	21.2	34.8	24.7	3.3	18.7	31.7	2
Kansas	Johnson County	20	91	68468	1968	64668	72376	100	151	214	17.4	0.5	16.5	18.4	17.5	0.5	16.5	18.5	1
Kansas	Kearny County	20	93	704	98	522	908	310	1165	2361	25.6	3.6	19	33	25	3.5	18.5	32.2	2
Kansas	Kingman County	20	95	1783	181	1435	2151	1090	2170	2880	31.8	3.2	25.6	38.4	29.7	3.2	23.6	36.1	3
Kansas	Kiowa County	20	97	453	65	340	589	258	1012	2383	26.3	3.8	19.7	34.2	24.4	3.6	18.1	32	2
Kansas	Labette County	20	99	5222	376	4512	5991	1750	2477	2921	32.8	2.4	28.3	37.6	31.5	2.4	27	36.3	3
Kansas	Lane County	20	101	352	51	259	457	255	1113	2417	26.7	3.9	19.7	34.7	24.8	3.7	18.1	32.5	2
Kansas	Leavenworth County	20	103	13579	769	12114	15147	705	1127	1651	24.9	1.4	22.2	27.8	24.8	1.4	22.1	27.6	2
Kansas	Lincoln County	20	105	624	84	474	799	264	1001	2253	26.3	3.5	20	33.7	24.2	3.4	18.2	31.3	2
Kansas	Linn County	20	107	2136	213	1741	2569	990	1979	2800	30.8	3.1	25.1	37	28.8	3	23.3	35	3
Kansas	Logan County	20	109	606	80	456	768	749	2089	2971	31.7	4.2	23.9	40.2	29.4	4.1	21.8	37.7	3
Kansas	Lyon County	20	111	6107	476	5216	7074	585	1110	1817	25.1	2	21.5	29.1	24.7	2	21.1	28.7	2
Kansas	McPherson County	20	113	5341	384	4622	6105	521	973	1630	25.2	1.8	21.8	28.8	24.1	1.8	20.7	27.7	2
Kansas	Marion County	20	115	2665	233	2202	3128	874	1755	2571	29.8	2.6	24.7	35	27.8	2.6	22.7	33.1	3
Kansas	Marshall County	20	117	2066	193	1711	2464	546	1227	2149	27.5	2.6	22.8	32.8	25.3	2.5	20.7	30.6	2
Kansas	Meade County	20	119	770	106	571	994	231	941	2218	25.2	3.5	18.7	32.6	24	3.4	17.7	31.3	2
Kansas	Miami County	20	121	5687	438	4858	6553	649	1222	1894	25.9	2	22.1	29.8	25.2	2	21.5	29.1	2
Kansas	Mitchell County	20	123	1242	148	967	1539	326	1046	2145	26.3	3.1	20.5	32.6	24.4	3.1	18.7	30.6	2
Kansas	Montgomery County	20	125	7967	518	6985	9002	1553	2259	2789	31.7	2.1	27.8	35.8	30.3	2.1	26.3	34.5	3
Kansas	Morris County	20	127	1230	142	965	1519	351	1093	2167	27	3.1	21.2	33.3	24.7	3	19.2	31	2
Kansas	Morton County	20	129	636	84	478	806	852	2166	3012	31.4	4.1	23.7	39.9	29.8	4	22.3	38	3
Kansas	Nemaha County	20	131	1949	180	1609	2308	549	1274	2153	27.2	2.5	22.5	32.2	25.5	2.5	20.7	30.4	2
Kansas	Neosho County	20	133	3673	311	3099	4298	1309	2190	2819	31.5	2.7	26.5	36.8	30	2.6	25.1	35.3	3
Kansas	Ness County	20	135	604	79	455	765	302	1116	2330	27.7	3.6	20.9	35.1	24.8	3.5	18.4	31.7	2
Kansas	Norton County	20	137	1074	130	835	1339	365	1119	2243	26	3.1	20.2	32.4	24.8	3.1	19.1	31.1	2
Kansas	Osage County	20	139	3350	268	2844	3889	915	1652	2394	28.7	2.3	24.3	33.3	27.2	2.3	23	31.7	2
Kansas	Osborne County	20	141	825	99	641	1026	370	1203	2377	27.7	3.3	21.5	34.4	25.2	3.3	19.3	32	2
Kansas	Ottawa County	20	143	1440	149	1163	1741	1395	2438	3019	33.2	3.4	26.8	40.1	31.3	3.4	25	38.2	3
Kansas	Pawnee County	20	145	1364	148	1087	1675	914	1959	2812	29.8	3.2	23.8	36.6	28.7	3.2	22.7	35.5	3
Kansas	Phillips County	20	147	1070	126	837	1327	352	1071	2178	26.8	3.2	20.9	33.2	24.6	3.1	18.9	31	2
Kansas	Pottawatomie County	20	149	3460	300	2885	4058	462	1022	1786	24.9	2.2	20.8	29.2	24.2	2.1	20.2	28.5	2
Kansas	Pratt County	20	151	2101	207	1709	2531	1026	2055	2830	30.8	3	25.1	37.1	29.2	3	23.6	35.4	3
Kansas	Rawlins County	20	153	564	76	423	719	417	1463	2648	29.3	3.9	22	37.4	26.4	3.8	19.5	34	2
Kansas	Reno County	20	155	10948	644	9726	12244	360	660	1093	23.3	1.4	20.7	26	22.2	1.4	19.6	25	2
Kansas	Republic County	20	157	1132	126	881	1379	535	1504	2575	29.7	3.3	23.1	36.1	26.5	3.2	20.3	32.9	3
Kansas	Rice County	20	159	1806	206	1425	2229	317	898	1984	25	2.8	19.7	30.9	23.8	2.8	18.5	29.5	2
Kansas	Riley County	20	161	9653	801	8149	11312	135	324	683	18.6	1.5	15.7	21.8	19.6	1.5	16.8	22.7	1
Kansas	Rooks County	20	163	1027	127	791	1286	425	1313	2473	27.5	3.4	21.2	34.5	25.8	3.3	19.6	32.7	2
Kansas	Rush County	20	165	694	92	521	882	369	1304	2539	28.2	3.7	21.2	35.9	25.7	3.6	19.1	33.2	2
Kansas	Russell County	20	167	1486	172	1159	1842	617	1626	2692	29.5	3.4	23	36.5	27.3	3.4	21	34.3	3
Kansas	Saline County	20	169	9952	609	8789	11159	603	1037	1576	25.1	1.5	22.1	28.1	24.3	1.5	21.3	27.4	2
Kansas	Scott County	20	171	807	108	607	1032	186	794	1965	24.7	3.3	18.5	31.5	23.2	3.2	17.2	29.9	2
Kansas	Sedgwick County	20	173	80382	2040	76430	84442	653	816	1005	23.2	0.6	22.1	24.4	23.1	0.6	21.9	24.3	5
Kansas	Seward County	20	175	4265	431	3444	5138	1121	2133	2829	29.2	3	23.6	35.2	29.6	2.9	24	35.5	2
Kansas	Shawnee County	20	177	30936	1090	28906	33127	628	869	1172	24	0.8	22.4	25.7	23.4	0.9	21.8	25.2	2
Kansas	Sheridan County	20	179	512	72	379	662	341	1324	2586	28.3	4	20.9	36.6	25.7	3.8	18.8	33.8	2
Kansas	Sherman County	20	181	1217	145	946	1517	557	1553	2654	28.5	3.4	22.2	35.6	26.9	3.4	20.7	33.8	2
Kansas	Smith County	20	183	1008	114	795	1241	1156	2356	3023	34	3.8	26.8	41.9	30.9	3.8	23.9	38.8	3
Kansas	Stafford County	20	185	1108	116	891	1336	1282	2435	3020	34	3.6	27.3	41	31.1	3.5	24.6	38.1	3
Kansas	Stanton County	20	187	382	57	277	500	299	1268	2636	26.6	4	19.3	34.9	25.6	3.9	18.3	33.7	2
Kansas	Stevens County	20	189	935	117	723	1176	535	1451	2559	27.3	3.4	21.1	34.4	26.4	3.4	20.3	33.4	2
Kansas	Sumner County	20	191	4844	352	4165	5545	972	1667	2355	28.7	2.1	24.7	32.9	27.3	2.1	23.3	31.5	2
Kansas	Thomas County	20	193	1123	138	868	1411	104	451	1255	21.8	2.7	16.9	27.4	20.8	2.6	16	26.3	1
Kansas	Trego County	20	195	694	87	537	873	799	1930	2900	31.1	3.9	24	39.1	28.7	3.8	21.8	36.5	3
Kansas	Wabaunsee County	20	197	1325	142	1062	1618	445	1139	2154	26.3	2.8	21.1	32.1	24.9	2.7	19.9	30.6	2
Kansas	Wallace County	20	199	302	43	222	393	495	1692	2870	29.8	4.2	22	38.8	27.6	4	20.1	36.2	3
Kansas	Washington County	20	201	1058	126	826	1315	184	705	1697	24.8	3	19.4	30.8	22.5	2.9	17.3	28.4	2
Kansas	Wichita County	20	203	449	59	340	572	705	1920	2908	30.5	4	23.1	38.9	28.7	3.9	21.6	36.8	3
Kansas	Wilson County	20	205	1888	202	1519	2309	478	1230	2228	27	2.9	21.7	33	25.3	2.8	20.1	31.2	2
Kansas	Woodson County	20	207	870	106	669	1077	1123	2413	3047	33.4	4.1	25.7	41.3	31.1	4	23.6	39.1	3
Kansas	Wyandotte County	20	209	35128	1208	32828	37500	2349	2621	2833	32.6	1.1	30.4	34.8	32.5	1.1	30.3	34.7	3
Kentucky	Adair County	21	1	5165	444	4308	6046	2565	3035	3133	38.5	3.3	32.1	45.1	37.5	3.3	31.1	44	3
Kentucky	Allen County	21	3	4113	443	3285	5046	885	1922	2791	29.4	3.2	23.5	36	28.6	3.1	22.8	35.2	2
Kentucky	Anderson County	21	5	5603	681	4334	7011	1799	2828	3121	35.2	4.3	27.2	44	34.4	4.2	26.6	43.2	3
Kentucky	Ballard County	21	7	2113	222	1696	2565	1558	2593	3067	33.9	3.6	27.2	41.1	32.4	3.5	25.8	39.6	3
Kentucky	Barren County	21	9	9652	762	8210	11200	1500	2273	2850	31.4	2.5	26.7	36.4	30.4	2.5	25.7	35.5	3
Kentucky	Bath County	21	11	3021	225	2590	3470	2261	2845	3084	35.5	2.6	30.4	40.7	34.6	2.6	29.5	39.9	3
Kentucky	Bell County	21	13	7221	645	5989	8553	1711	2589	3036	33.2	3	27.6	39.4	32.3	3	26.7	38.4	3
Kentucky	Boone County	21	15	23560	1739	20296	27124	1168	1874	2513	28.2	2.1	24.3	32.5	28.3	2.1	24.4	32.5	2
Kentucky	Bourbon County	21	17	5342	622	4176	6603	1937	2903	3131	36.7	4.3	28.7	45.3	35.3	4.2	27.5	44	3
Kentucky	Boyd County	21	19	12437	738	11019	13899	2092	2639	2956	33.6	2	29.8	37.5	32.6	2	28.8	36.7	3
Kentucky	Boyle County	21	21	6687	784	5209	8218	1033	2195	2942	30.6	3.6	23.9	37.6	29.9	3.6	23.2	37	3
Kentucky	Bracken County	21	23	1989	168	1672	2329	1404	2281	2867	31.5	2.7	26.5	36.9	30.3	2.6	25.4	35.7	3
Kentucky	Breathitt County	21	25	4027	340	3376	4701	2076	2765	3073	34.6	2.9	29	40.3	33.7	2.9	28.2	39.5	3
Kentucky	Breckinridge County	21	27	4559	436	3723	5440	1482	2467	2990	32.5	3.1	26.5	38.8	31.3	3.1	25.5	37.5	3
Kentucky	Bullitt County	21	29	19182	1770	15763	22758	1987	2758	3086	34.2	3.2	28.1	40.5	33.7	3.1	27.8	40	3
Kentucky	Butler County	21	31	3132	372	2430	3879	1148	2306	2989	31.2	3.7	24.2	38.6	30.6	3.7	23.6	37.9	3
Kentucky	Caldwell County	21	33	3271	333	2632	3932	1455	2497	3034	33.3	3.4	26.8	40.1	31.7	3.4	25.3	38.3	3
Kentucky	Calloway County	21	35	6774	618	5614	8005	426	970	1745	24.3	2.2	20.1	28.7	24	2.2	19.8	28.4	2
Kentucky	Campbell County	21	37	17483	1398	14806	20310	749	1430	2161	26.6	2.1	22.5	30.9	26.2	2.1	22.2	30.5	2
Kentucky	Carlisle County	21	39	1216	153	926	1526	876	2096	2964	31	3.9	23.6	38.9	29.5	3.9	22.2	37.4	3
Kentucky	Carroll County	21	41	2715	338	2073	3397	1692	2814	3124	35	4.4	26.7	43.8	34.3	4.3	26.1	43	3
Kentucky	Carter County	21	43	8447	516	7441	9470	3063	3132	3143	43.4	2.7	38.2	48.6	42.7	2.6	37.7	48	3
Kentucky	Casey County	21	45	4475	411	3704	5301	2262	2924	3119	36.7	3.4	30.4	43.5	35.5	3.4	29.3	42.2	3
Kentucky	Christian County	21	47	17836	1239	15427	20306	2137	2694	3015	32.7	2.3	28.3	37.2	33.2	2.3	28.8	37.7	3
Kentucky	Clark County	21	49	8130	999	6268	10121	937	2115	2929	30.2	3.7	23.3	37.5	29.5	3.7	22.7	36.8	3
Kentucky	Clay County	21	51	6327	567	5234	7485	2308	2915	3113	35.8	3.2	29.6	42.4	35.5	3.2	29.4	42	3
Kentucky	Clinton County	21	53	2655	259	2174	3185	2275	2959	3130	37.7	3.7	30.9	45.3	36.1	3.7	29.3	43.6	3
Kentucky	Crittenden County	21	55	2718	274	2211	3273	2478	3041	3139	39.5	4	32.1	47.5	37.8	4	30.4	45.8	3
Kentucky	Cumberland County	21	57	1747	190	1387	2121	1453	2543	3063	34.1	3.7	27.1	41.4	32.1	3.7	25.2	39.4	3
Kentucky	Daviess County	21	59	20008	1155	17818	22328	1206	1779	2328	28.9	1.7	25.7	32.2	27.8	1.7	24.6	31.1	2
Kentucky	Edmonson County	21	61	2648	314	2078	3297	745	1807	2787	29.1	3.4	22.8	36.2	28.1	3.4	22	35.2	2
Kentucky	Elliott County	21	63	2894	254	2405	3395	2527	3036	3135	39.2	3.4	32.6	46	37.5	3.5	30.8	44.5	3
Kentucky	Estill County	21	65	4162	470	3284	5112	2255	2985	3137	37.7	4.3	29.8	46.3	36.8	4.2	28.9	45.4	3
Kentucky	Fayette County	21	67	54268	3520	47528	61230	641	1118	1677	24.4	1.6	21.4	27.5	24.7	1.6	21.7	27.8	2
Kentucky	Fleming County	21	69	3828	237	3370	4302	2395	2849	3063	35.6	2.2	31.3	40	34.6	2.2	30.3	39	3
Kentucky	Floyd County	21	71	12844	722	11476	14307	2975	3100	3137	40.6	2.3	36.3	45.3	39.9	2.3	35.5	44.5	3
Kentucky	Franklin County	21	73	11785	1048	9780	13874	1513	2416	2957	31.8	2.8	26.4	37.5	31.1	2.8	25.8	36.7	3
Kentucky	Fulton County	21	75	1920	196	1543	2311	2147	2955	3129	37.6	3.8	30.3	45.3	36	3.8	28.7	43.4	3
Kentucky	Gallatin County	21	77	2188	264	1697	2726	2199	3021	3139	38	4.6	29.4	47.3	37.1	4.5	28.8	46.3	3
Kentucky	Garrard County	21	79	4655	577	3556	5807	1836	2885	3131	36.1	4.5	27.5	45	35.1	4.4	26.8	43.9	3
Kentucky	Grant County	21	81	6562	668	5289	7891	2312	2988	3134	36.9	3.8	29.7	44.4	36.7	3.7	29.5	44.1	3
Kentucky	Graves County	21	83	8921	677	7659	10265	1602	2378	2895	32.1	2.4	27.6	37	30.9	2.4	26.4	35.8	3
Kentucky	Grayson County	21	85	6464	546	5419	7545	1849	2664	3039	34	2.9	28.5	39.7	32.8	2.9	27.4	38.5	3
Kentucky	Green County	21	87	3324	328	2690	3994	2267	2968	3129	38	3.7	30.7	45.6	36.2	3.7	29.1	43.8	3
Kentucky	Greenup County	21	89	9750	626	8541	10998	1843	2493	2902	33.6	2.2	29.5	37.9	31.6	2.2	27.5	36	3
Kentucky	Hancock County	21	91	1938	223	1523	2404	1226	2360	3013	31.8	3.7	25	39.4	30.8	3.6	24.2	38.3	3
Kentucky	Hardin County	21	93	21407	1327	18869	24039	1537	2170	2675	30.3	1.9	26.7	34	29.7	1.9	26.2	33.4	3
Kentucky	Harlan County	21	95	8280	660	7031	9594	2307	2872	3095	36	2.9	30.6	41.8	34.9	2.8	29.5	40.5	3
Kentucky	Harrison County	21	97	4810	611	3688	6085	1567	2743	3120	34.7	4.4	26.6	43.9	33.6	4.3	25.6	42.7	3
Kentucky	Hart County	21	99	4957	431	4127	5826	2322	2926	3117	36.6	3.2	30.5	43.1	35.6	3.2	29.5	42.1	3
Kentucky	Henderson County	21	101	9406	706	8019	10829	900	1576	2304	27.8	2.1	23.7	32.1	26.9	2.1	22.8	31.1	2
Kentucky	Henry County	21	103	3935	503	3023	4982	1350	2577	3096	33.5	4.3	25.7	42.4	32.4	4.2	24.7	41.2	3
Kentucky	Hickman County	21	105	1261	152	966	1576	1331	2565	3091	33.8	4.1	25.9	42.3	32.2	4	24.5	40.5	3
Kentucky	Hopkins County	21	107	11928	827	10321	13560	2112	2742	3035	34.6	2.4	29.9	39.3	33.5	2.4	28.8	38.3	3
Kentucky	Jackson County	21	109	3654	367	2949	4379	2195	2966	3129	36.7	3.7	29.6	44	36	3.7	29	43.3	3
Kentucky	Jefferson County	21	111	154954	5202	144821	165343	1547	1907	2238	29	1	27.1	31	28.4	1	26.5	30.4	5
Kentucky	Jessamine County	21	113	10513	1115	8412	12730	1311	2342	2963	30.8	3.3	24.7	37.3	30.7	3.2	24.6	37.2	3
Kentucky	Johnson County	21	115	6289	476	5387	7233	2273	2848	3078	35.4	2.7	30.3	40.7	34.5	2.7	29.5	39.8	3
Kentucky	Kenton County	21	117	31574	2137	27581	35812	1043	1628	2235	27.2	1.8	23.8	30.9	27.1	1.8	23.7	30.8	2
Kentucky	Knott County	21	119	4881	377	4142	5651	2493	2979	3120	37.3	2.9	31.7	43.2	36.4	2.9	30.8	42.2	3
Kentucky	Knox County	21	121	8606	704	7239	10025	2350	2932	3110	36.3	3	30.6	42.3	35.6	3	29.9	41.6	3
Kentucky	Larue County	21	123	3312	342	2655	4013	1303	2387	2983	32.5	3.4	26	39.3	31	3.3	24.6	37.8	3
Kentucky	Laurel County	21	125	15509	1013	13570	17506	2500	2935	3100	36.4	2.4	31.8	41.1	35.7	2.4	31.1	40.4	3
Kentucky	Lawrence County	21	127	4503	377	3780	5280	2386	2936	3117	36.6	3.1	30.7	42.9	35.8	3.1	30	42.1	3
Kentucky	Lee County	21	129	2081	201	1698	2485	2182	2918	3119	36.3	3.5	29.6	43.3	35.5	3.5	28.8	42.4	3
Kentucky	Leslie County	21	131	3359	285	2808	3926	2609	3033	3133	38.5	3.3	32.2	45	37.5	3.2	31.3	44.1	3
Kentucky	Letcher County	21	133	6670	434	5852	7538	2585	2962	3102	37.2	2.4	32.7	42.1	36.1	2.4	31.5	41	3
Kentucky	Lewis County	21	135	3673	242	3214	4167	2423	2882	3080	36	2.4	31.5	40.8	34.9	2.4	30.4	39.6	3
Kentucky	Lincoln County	21	137	7133	722	5773	8608	2518	3046	3139	38.7	3.9	31.3	46.7	37.8	3.9	30.5	45.8	3
Kentucky	Livingston County	21	139	2713	297	2149	3312	1877	2846	3119	36.2	4	28.7	44.2	34.6	3.9	27.2	42.6	3
Kentucky	Logan County	21	141	6848	606	5680	8081	1949	2744	3068	34.6	3.1	28.7	40.8	33.5	3	27.6	39.7	3
Kentucky	Lyon County	21	143	2178	261	1685	2712	956	2172	2978	31.1	3.7	24.1	38.8	29.8	3.7	22.8	37.4	3
Kentucky	McCracken County	21	145	14719	926	12964	16603	1247	1883	2476	29.7	1.9	26.2	33.5	28.4	1.9	24.8	32.2	3
Kentucky	McCreary County	21	147	5407	444	4561	6287	2920	3113	3142	41.4	3.4	35	48.2	40.8	3.4	34.3	47.5	3
Kentucky	McLean County	21	149	2536	271	2023	3089	1793	2787	3110	35.5	3.8	28.3	43.2	34	3.8	26.9	41.8	3
Kentucky	Madison County	21	151	18392	1754	15050	21925	1310	2260	2911	30.1	2.9	24.6	35.8	30.3	2.9	24.9	36	3
Kentucky	Magoffin County	21	153	4039	344	3383	4710	2924	3118	3142	41.8	3.6	35.1	48.8	41.1	3.5	34.3	48	3
Kentucky	Marion County	21	155	5035	463	4159	5981	2143	2853	3104	35.2	3.2	29.1	41.8	34.7	3.2	28.6	41.3	3
Kentucky	Marshall County	21	157	6583	555	5509	7697	650	1347	2144	27.2	2.3	22.8	31.9	25.8	2.3	21.4	30.4	2
Kentucky	Martin County	21	159	3761	370	3063	4524	2569	3052	3139	38.1	3.8	31	45.8	38.1	3.7	31.1	45.7	3
Kentucky	Mason County	21	161	3986	260	3500	4510	1496	2165	2707	30.9	2	27.1	35	29.8	2	26	33.9	3
Kentucky	Meade County	21	163	6273	556	5225	7387	1657	2522	2982	32.2	2.9	26.8	37.9	31.8	2.8	26.5	37.5	3
Kentucky	Menifee County	21	165	1652	139	1392	1927	1651	2480	2975	33	2.8	27.8	38.5	31.6	2.8	26.4	37.1	3
Kentucky	Mercer County	21	167	5663	637	4464	6959	1723	2765	3108	35	3.9	27.6	43	33.8	3.9	26.5	41.7	3
Kentucky	Metcalfe County	21	169	2606	276	2099	3168	1800	2745	3105	34.9	3.7	28.1	42.4	33.7	3.7	26.9	41.3	3
Kentucky	Monroe County	21	171	2877	308	2295	3515	1540	2597	3063	33.6	3.6	26.8	41.1	32.4	3.6	25.7	39.7	3
Kentucky	Montgomery County	21	173	6077	423	5277	6908	1807	2488	2912	32.2	2.2	27.9	36.6	31.6	2.3	27.4	36	3
Kentucky	Morgan County	21	175	3783	256	3295	4295	2341	2837	3070	34.6	2.3	30.2	39.3	34.5	2.3	30	39.2	3
Kentucky	Muhlenberg County	21	177	7808	609	6650	9039	1743	2536	2972	33.1	2.6	28.2	38.3	31.9	2.6	27	37.1	3
Kentucky	Nelson County	21	179	9065	802	7523	10690	1065	1929	2669	29	2.6	24.1	34.2	28.5	2.5	23.7	33.7	2
Kentucky	Nicholas County	21	181	1849	244	1387	2339	1679	2870	3133	36.2	4.8	27.2	45.8	34.9	4.7	25.9	44.5	3
Kentucky	Ohio County	21	183	6338	526	5327	7409	2276	2914	3109	36.6	3	30.8	42.8	35.3	3	29.5	41.5	3
Kentucky	Oldham County	21	185	11479	1284	9061	14142	727	1709	2643	27.8	3.1	22	34.3	27.5	3	21.8	33.8	2
Kentucky	Owen County	21	187	3164	354	2470	3857	2123	2972	3134	37.3	4.2	29.1	45.5	36.3	4.1	28.3	44.4	3
Kentucky	Owsley County	21	189	1214	135	958	1484	1671	2738	3101	34.9	3.9	27.5	42.6	33.6	3.8	26.3	41.3	3
Kentucky	Pendleton County	21	191	3507	413	2732	4365	1365	2462	3050	32.3	3.8	25.2	40.2	31.6	3.8	24.6	39.4	3
Kentucky	Perry County	21	193	8597	515	7594	9613	2917	3088	3134	39.9	2.4	35.2	44.6	39.2	2.4	34.6	44	3
Kentucky	Pike County	21	195	19380	929	17530	21235	2891	3055	3119	39.2	1.9	35.4	42.9	38.1	1.9	34.4	41.8	3
Kentucky	Powell County	21	197	4219	459	3354	5136	2691	3109	3143	41.7	4.5	33.2	50.8	40.4	4.6	31.9	49.6	3
Kentucky	Pulaski County	21	199	15353	905	13604	17152	2017	2579	2932	33.5	2	29.7	37.4	32.3	2	28.4	36.2	3
Kentucky	Robertson County	21	201	605	70	475	745	1717	2777	3113	35.5	4.1	27.8	43.7	33.9	4	26.4	42.1	3
Kentucky	Rockcastle County	21	203	4776	426	3961	5614	2522	3024	3134	38.4	3.4	31.9	45.1	37.3	3.4	30.8	44.1	3
Kentucky	Rowan County	21	205	5071	347	4424	5761	1632	2319	2826	30.4	2.1	26.5	34.6	30.6	2.1	26.7	34.7	3
Kentucky	Russell County	21	207	4527	381	3812	5281	1823	2648	3035	34.2	2.9	28.8	40	32.7	2.9	27.3	38.4	3
Kentucky	Scott County	21	209	10158	1085	8154	12428	1521	2484	3028	31.4	3.4	25.2	38.4	31.7	3.3	25.6	38.6	3
Kentucky	Shelby County	21	211	8709	1027	6784	10807	756	1816	2756	28.4	3.3	22.1	35.2	28	3.3	21.8	34.7	2
Kentucky	Simpson County	21	213	4560	477	3688	5552	2142	2897	3125	36.3	3.8	29.4	44.2	35.4	3.8	28.5	43.3	3
Kentucky	Spencer County	21	215	3911	517	2940	4991	886	2157	2998	30.1	4	22.6	38.4	29.8	3.9	22.6	38	3
Kentucky	Taylor County	21	217	5092	482	4182	6068	741	1541	2419	28	2.7	23	33.4	26.7	2.6	21.8	32.1	2
