prediction,qbaked,qduck,qhungry,qcasserole,qscallops,qlasagna,qhotdog,qfries,qsoy,qgreen,qturkey,qgrits,qhealthy,qcranberries,qfruit,qcook,qbrunch,qwatercress,qsupper,qtoast,qmeat,qhot,qpotato,qolive,qdiner,feedback,heightcm,weightkg,lat,lng,comments,gender,age
0,1,NA,0,1,NA,1,NA,NA,0,2,0,1,1,0,2,2,0,1,1,NA,NA,NA,1,NA,NA,1,172,61,43.77,11.26,,male,20
0,1,NA,2,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,0,1,NA,1,165,57,36.09,-79.09,,female,20
0,1,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,0,0,1,NA,0,0,1,NA,NA,1,NA,NA,1,185,77,41.99,-87.66,,male,28
0,1,NA,NA,NA,NA,0,1,1,0,2,2,NA,NA,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,170,59,NA,NA,,female,33
0,1,NA,2,NA,NA,0,0,1,0,0,1,NA,NA,NA,2,2,0,0,0,0,NA,NA,2,NA,NA,1,193,86,41.34,-93.62,,male,18
0,1,NA,NA,NA,NA,0,0,1,1,2,2,NA,NA,0,2,2,0,0,0,0,NA,NA,1,NA,NA,1,160,58,40.8,-77.9,"I have celiac disease, so it's pretty easy to avoid lasagna/baked goods :)",female,22
0,1,NA,NA,NA,NA,0,0,2,1,2,0,0,1,1,2,1,1,2,NA,NA,NA,NA,2,NA,NA,1,182,68,38.96,35.24,,male,25
0,1,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,0,2,1,0,1,0,0,NA,NA,2,NA,NA,1,160,46,NA,NA,,female,25
0,1,NA,2,NA,NA,0,0,0,0,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,1,NA,NA,1,170,56,46.94,-91.94,I am currently pregnant,female,27
0,1,NA,1,1,NA,1,NA,NA,0,1,0,0,0,NA,0,2,NA,0,0,0,NA,NA,1,NA,NA,0,162,79,NA,NA,"I would have felt more comfortable if there were two &quot;sometimes&quot; answers, one being more often than the other. Also, I eat a lot of snack food and sweets, which I thought was interesting wasn't asked about. Nor soda.",female,47
0,1,NA,NA,NA,NA,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,NA,NA,NA,1,193,74,60.47,8.47,,male,35
0,1,NA,1,0,NA,0,2,NA,1,0,0,0,0,NA,1,1,NA,0,1,NA,NA,NA,0,1,NA,1,175,56,NA,NA,,NA,NA
0,1,NA,2,NA,NA,0,0,1,0,1,1,NA,NA,NA,2,2,0,0,0,1,NA,NA,0,1,NA,1,167,70,27.95,-82.46,,female,25
0,1,NA,2,NA,NA,0,1,0,0,2,0,0,1,0,2,1,1,0,2,NA,NA,NA,1,NA,NA,1,160,58,NA,NA,,female,24
0,1,NA,2,NA,NA,0,2,NA,1,1,1,NA,NA,NA,1,0,NA,0,0,0,1,1,NA,NA,NA,1,182,75,30.31,-97.73,,male,21
0,1,NA,1,0,NA,0,0,1,0,0,1,NA,NA,NA,0,1,NA,0,0,0,NA,NA,1,NA,NA,1,165,70,45.36,-118.18,,female,29
0,1,NA,2,NA,NA,1,NA,NA,1,1,0,0,0,NA,1,2,NA,2,NA,NA,NA,NA,2,NA,NA,1,170,53,55.38,-3.44,,female,21
0,1,NA,2,NA,NA,0,0,1,0,0,0,0,0,NA,2,2,0,0,0,0,NA,NA,1,NA,NA,1,173,67,47.5,19.04,,male,15
0,0,NA,0,0,NA,0,1,1,1,2,2,NA,NA,1,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,157,56,44.73,-93.29,,female,32
0,1,NA,2,NA,NA,0,0,1,1,1,0,0,2,NA,1,1,NA,0,0,1,NA,NA,1,NA,NA,1,160,54,46.05,-118.39,,female,21
0,1,NA,NA,NA,NA,0,0,0,0,2,2,NA,NA,0,2,1,0,0,0,0,NA,NA,0,0,0,1,165,62,39.72,-105.23,,female,20
1,1,NA,0,0,NA,0,0,0,1,1,0,0,1,NA,1,1,NA,0,0,1,NA,NA,1,NA,NA,0,172,57,59.44,24.75,,female,24
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,1,1,2,NA,1,0,1,NA,NA,1,NA,NA,1,183,75,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,0,0,1,2,2,0,0,2,0,2,1,0,1,0,1,NA,NA,2,NA,NA,1,167,70,42.36,-71.1,vegan,male,24
0,1,NA,NA,NA,NA,0,0,0,1,2,0,0,2,1,2,2,0,1,0,1,NA,NA,1,NA,NA,1,165,54,33.6,-101.97,,female,45
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,1,2,NA,1,0,0,NA,NA,1,NA,NA,1,185,92,25.96,-80.14,,male,37
0,1,NA,1,0,NA,0,1,0,2,1,0,0,2,NA,2,1,0,0,0,1,NA,NA,0,0,1,1,157,65,NA,NA,,female,24
0,1,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,0,2,1,0,0,0,0,NA,NA,1,NA,NA,1,182,83,NA,NA,BMI is a terrible figure to use,male,29
0,0,NA,2,NA,NA,1,NA,NA,0,1,0,2,NA,NA,1,2,NA,0,2,NA,NA,NA,2,NA,NA,1,175,87,57.71,11.97,"BMI is highly inaccurate, especially amongst Swedes (most of us work out a lot). What BMI doesn't take in to account is that I only have 8% body fat, so people with lots of muscles will give you faulty data on BMI.",male,24
0,1,NA,1,1,NA,1,NA,NA,0,2,1,NA,NA,1,2,2,0,0,2,NA,NA,NA,1,NA,NA,1,182,77,40.23,-76.93,,male,25
1,1,NA,0,1,NA,0,0,1,0,1,0,0,1,NA,1,2,NA,0,0,1,NA,NA,1,NA,NA,0,177,74,29.78,-95.42,,female,27
0,1,NA,2,NA,NA,0,0,1,0,1,1,NA,NA,NA,2,1,1,0,0,0,NA,NA,0,0,0,1,182,77,42.27,-83.57,,male,26
0,1,NA,NA,NA,NA,1,NA,NA,0,2,2,NA,NA,0,1,2,NA,0,0,0,NA,NA,1,NA,NA,0,170,111,40.96,-73.88,,female,36
0,1,NA,1,0,NA,2,NA,NA,0,1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,177,58,42.6,-71.35,,male,17
0,1,NA,1,1,NA,1,NA,NA,0,1,2,NA,NA,NA,2,1,0,0,0,0,NA,NA,1,NA,NA,1,195,104,40.37,-79.8,,male,27
0,1,NA,2,NA,NA,0,0,1,0,0,0,0,0,NA,0,2,NA,0,0,2,NA,NA,1,NA,NA,1,182,79,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,0,2,1,1,0,0,1,NA,NA,1,NA,NA,1,170,58,35.85,-78.7,,male,18
0,0,NA,0,0,NA,0,1,0,0,1,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,0,0,0,0,180,124,42.49,-83.13,,male,35
0,1,NA,1,0,NA,0,1,2,0,1,1,NA,NA,NA,1,1,NA,0,2,NA,NA,NA,2,NA,NA,1,167,62,45.42,-75.7,Neat!,male,21
0,1,NA,NA,NA,NA,0,1,1,2,2,1,NA,NA,0,1,1,NA,0,0,0,NA,NA,0,0,0,1,165,54,NA,NA,,female,26
0,1,NA,NA,NA,NA,1,NA,NA,2,2,0,0,1,0,2,2,0,0,0,1,NA,NA,2,NA,NA,1,152,56,37.51,-121.91,This is awesome. Good luck and keep up the great work!,female,21
0,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,1,2,NA,0,0,1,NA,NA,2,NA,NA,0,182,111,NA,NA,,male,36
0,1,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,0,1,1,NA,1,0,0,NA,NA,1,NA,NA,1,177,61,45.64,-122.66,,male,19
0,1,NA,0,0,NA,0,2,NA,0,1,0,0,0,NA,1,2,NA,0,0,2,NA,NA,1,NA,NA,1,167,70,52.36,-1.17,,male,17
0,1,NA,1,0,NA,0,0,1,2,2,0,0,0,0,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,160,52,44.92,-92.95,,female,24
0,1,NA,2,NA,NA,1,NA,NA,0,1,1,NA,NA,NA,1,2,NA,0,0,0,NA,NA,1,NA,NA,1,177,63,42.13,-87.85,,male,19
0,1,NA,0,0,NA,0,1,1,0,1,1,NA,NA,NA,1,0,NA,0,0,1,1,1,NA,NA,NA,1,152,54,48.14,11.58,,female,20
1,1,NA,1,0,NA,0,1,1,2,1,0,0,1,NA,1,2,NA,1,0,0,NA,NA,1,NA,NA,0,172,75,NA,NA,,female,21
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,0,2,NA,0,0,0,NA,NA,1,NA,NA,1,167,47,57.46,-4.28,,other,18
0,1,NA,1,0,NA,0,1,1,1,2,0,0,0,0,2,2,0,0,1,NA,NA,NA,2,NA,NA,1,182,64,NA,NA,,male,17
0,1,NA,1,0,NA,0,0,1,1,2,1,NA,NA,1,2,1,0,0,1,NA,NA,NA,0,0,0,0,162,86,36.04,-115.15,,female,27
0,2,0,1,0,NA,1,NA,NA,NA,2,0,0,1,0,2,2,0,0,1,NA,NA,NA,2,NA,NA,1,170,81,44.23,-76.49,,male,23
0,1,NA,1,0,NA,0,0,1,1,1,1,NA,NA,NA,2,2,0,0,0,2,NA,NA,1,NA,NA,1,162,72,NA,NA,,female,49
0,1,NA,1,0,NA,0,0,1,0,1,0,0,1,NA,1,2,NA,0,1,NA,NA,NA,2,NA,NA,1,170,63,45.42,-75.7,,male,17
0,1,NA,0,0,NA,0,0,1,0,2,2,NA,NA,0,2,2,0,0,1,NA,NA,NA,1,NA,NA,0,167,113,40.69,-122.38,,female,37
0,1,NA,2,NA,NA,1,NA,NA,0,1,2,NA,NA,NA,1,2,NA,0,0,2,NA,NA,2,NA,NA,1,182,54,NA,NA,,male,19
0,1,NA,1,0,NA,1,NA,NA,0,2,1,NA,NA,1,1,2,NA,0,1,NA,NA,NA,2,NA,NA,1,162,56,44.55,-69.54,"Surprised that this was correct, I eat like a fat person. Good job!",other,21
0,1,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,167,63,NA,NA,,female,27
0,1,NA,2,NA,NA,1,NA,NA,0,1,2,NA,NA,NA,1,2,NA,0,1,NA,NA,NA,2,NA,NA,0,180,158,NA,NA,,male,55125
0,1,NA,2,NA,NA,1,NA,NA,0,2,1,NA,NA,0,2,2,0,0,1,NA,NA,NA,1,NA,NA,0,173,97,57.15,-2.09,,female,16
0,1,NA,2,NA,NA,0,0,1,0,1,2,NA,NA,NA,2,1,0,0,0,1,NA,NA,1,NA,NA,1,182,61,NA,NA,,male,18
0,1,NA,1,0,NA,0,0,0,0,1,1,NA,NA,NA,2,2,0,0,2,NA,NA,NA,1,NA,NA,0,162,82,45.42,-75.7,,female,21
0,1,NA,2,NA,NA,1,NA,NA,1,2,0,0,1,0,2,2,0,1,2,NA,NA,NA,2,NA,NA,1,178,71,51.51,-0.13,,male,15
0,1,NA,2,NA,NA,1,NA,NA,0,2,2,NA,NA,0,2,2,0,0,1,NA,NA,NA,2,NA,NA,1,173,78,40.46,-3.75,,female,20
0,1,NA,1,1,NA,0,0,1,2,1,1,NA,NA,NA,1,1,NA,0,0,0,NA,NA,1,NA,NA,0,182,106,NA,NA,,male,27
0,1,NA,1,0,NA,1,NA,NA,0,2,1,NA,NA,0,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,187,86,43.88,-79.44,,male,20
0,1,NA,NA,NA,NA,0,0,1,0,2,1,NA,NA,1,2,2,0,0,0,1,NA,NA,1,NA,NA,1,177,77,43.9,-87.76,,male,29
0,1,NA,2,NA,NA,0,0,0,0,1,0,0,1,NA,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,170,49,43.65,-79.38,Some of the questions didn't have great wording. You need more options between &quot;practically never&quot; to &quot;sometimes&quot; to &quot;often&quot;. Sometimes doesn't really mean anything as a frequency indicator.,female,25
0,1,NA,NA,NA,NA,0,0,1,2,2,0,0,2,0,2,2,1,1,0,1,NA,NA,1,NA,NA,1,170,58,44.95,-93.16,,other,22
0,1,NA,1,0,NA,0,0,0,0,1,0,0,1,NA,1,1,NA,0,0,2,NA,NA,1,NA,NA,0,182,102,43.03,-78.75,,male,18
0,1,NA,0,0,NA,0,0,0,1,1,2,NA,NA,NA,2,1,0,0,0,1,NA,NA,0,0,0,0,180,127,42.48,-71.44,,female,37
0,1,NA,1,0,NA,1,NA,NA,0,1,2,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,1,NA,NA,1,167,62,41.85,-71.47,,male,30
1,1,NA,1,0,NA,0,0,1,0,1,0,0,1,NA,1,2,NA,0,0,0,NA,NA,0,2,NA,0,177,83,45.42,-75.7,,male,25
0,1,NA,2,NA,NA,0,0,0,0,1,1,NA,NA,NA,1,1,NA,0,2,NA,NA,NA,1,NA,NA,0,167,81,42.31,-83.04,,female,24
1,1,NA,0,0,NA,0,0,0,1,1,0,0,0,NA,2,0,0,0,0,0,2,NA,NA,NA,NA,0,180,68,NA,NA,,female,27
0,1,NA,NA,NA,NA,0,1,1,0,2,2,NA,NA,0,2,2,0,0,0,2,NA,NA,0,0,0,1,170,49,NA,NA,,male,17
0,1,NA,1,0,NA,0,0,0,2,2,0,1,1,0,2,2,0,0,2,NA,NA,NA,1,NA,NA,1,175,77,44.65,-63.58,,female,31
0,1,NA,1,0,NA,0,0,0,0,1,0,0,1,NA,2,2,0,0,2,NA,NA,NA,2,NA,NA,1,175,81,NA,NA,,male,23
0,1,NA,1,0,NA,0,0,1,0,1,1,NA,NA,NA,0,1,NA,0,1,NA,NA,NA,1,NA,NA,1,175,66,53.54,-113.49,,male,23
0,1,NA,NA,NA,NA,1,NA,NA,2,2,0,1,2,1,2,2,0,0,0,1,NA,NA,1,NA,NA,1,175,59,42.31,-71.12,,female,22
0,1,NA,2,NA,NA,0,0,2,1,1,0,0,1,NA,1,1,NA,0,0,2,NA,NA,0,2,NA,1,180,63,NA,NA,Cool survey!,male,19
0,1,NA,NA,NA,NA,0,1,1,1,2,1,NA,NA,0,2,1,1,0,0,1,NA,NA,1,NA,NA,1,165,58,40.69,-74.56,,male,19
0,1,NA,2,NA,NA,0,0,0,0,1,0,0,0,NA,2,0,0,0,0,0,0,1,NA,NA,NA,0,172,99,NA,NA,,male,25
0,1,NA,0,1,NA,1,NA,NA,0,1,0,0,0,NA,2,1,0,0,0,1,NA,NA,1,NA,NA,1,178,60,-27.47,153.02,,male,21
0,1,NA,1,1,NA,1,NA,NA,0,0,2,NA,NA,NA,0,0,NA,0,0,1,0,1,NA,NA,NA,1,172,68,30.66,-96.32,,female,31
0,1,NA,0,2,1,2,NA,NA,0,2,0,0,1,0,2,2,0,0,1,NA,NA,NA,2,NA,NA,1,180,69,53.07,-2.51,,male,26
0,0,NA,NA,NA,NA,0,0,0,1,2,1,NA,NA,1,2,2,0,1,0,0,NA,NA,0,0,0,1,185,78,51.45,-2.59,Student and Member of the university boxing club,male,20
0,1,NA,0,0,NA,1,NA,NA,0,0,2,NA,NA,NA,0,1,NA,0,1,NA,NA,NA,0,0,1,1,172,61,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,0,0,1,2,2,0,0,1,0,2,2,0,0,0,0,NA,NA,1,NA,NA,1,180,74,42.96,-85.66,,male,29
0,1,NA,NA,NA,NA,0,0,1,2,2,0,1,2,1,2,2,1,1,0,2,NA,NA,1,NA,NA,0,175,158,41.8,-87.6,I was on high doses of steroids for almost four years and basically doubled myself in that time.,female,34
0,1,NA,NA,NA,NA,0,0,1,0,2,0,0,2,0,1,1,NA,0,0,0,NA,NA,0,0,1,1,172,81,36.14,-80.33,,female,26
0,1,NA,0,1,NA,1,NA,NA,0,0,0,0,0,NA,1,1,NA,0,0,1,NA,NA,0,0,0,0,185,102,NA,NA,It's all about portion control.,male,35
0,1,NA,NA,NA,NA,0,1,1,0,2,1,NA,NA,0,2,1,0,0,0,2,NA,NA,2,NA,NA,1,182,81,NA,NA,,male,18
0,1,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,NA,NA,1,NA,NA,0,165,90,NA,NA,I'm a vegetarian.  Might throw things off a bit?,other,30
0,1,NA,1,0,NA,0,1,1,1,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,1,NA,NA,1,170,75,42.28,-71.16,,male,33
0,1,NA,0,0,NA,0,0,2,1,1,2,NA,NA,NA,2,1,0,0,0,0,NA,NA,0,0,0,0,180,145,35.85,-81.82,,female,33
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,2,1,0,0,0,2,NA,NA,2,NA,NA,1,180,54,NA,NA,,male,20
0,1,NA,NA,NA,NA,0,0,1,1,2,1,NA,NA,0,2,1,0,0,0,1,NA,NA,1,NA,NA,1,177,90,42.55,-83.48,,female,25
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,2,NA,NA,1,172,64,NA,NA,Shoopity bebop I'm Christopher Reeves,male,23
0,1,NA,NA,NA,NA,0,0,0,2,2,0,1,2,1,2,2,1,1,0,1,NA,NA,1,NA,NA,1,177,68,NA,NA,,female,25
0,1,NA,NA,NA,NA,0,2,NA,0,2,0,0,0,0,0,2,NA,0,0,0,NA,NA,2,NA,NA,1,188,70,52.09,5.12,,male,22
0,1,NA,NA,NA,NA,0,1,1,0,2,0,0,2,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,177,87,42.97,-87.9,,male,46
0,1,NA,NA,NA,NA,0,1,1,0,2,1,NA,NA,0,1,1,NA,0,0,1,NA,NA,0,1,NA,0,154,127,NA,NA,Hypothyroidism is a bitch.,female,22
0,1,NA,1,0,NA,0,0,1,1,1,1,NA,NA,NA,1,2,NA,0,0,2,NA,NA,2,NA,NA,1,172,81,40.2,-74.91,,male,31
0,2,0,1,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,0,2,NA,0,2,NA,NA,NA,1,NA,NA,1,178,54,NA,NA,,NA,NA
0,2,0,1,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,0,2,NA,0,2,NA,NA,NA,1,NA,NA,1,178,54,NA,NA,,NA,NA
1,1,NA,0,0,NA,0,1,1,0,1,0,0,0,NA,1,2,NA,0,0,1,NA,NA,2,NA,NA,0,182,73,39.67,-84.24,,male,19
0,1,NA,1,1,NA,0,0,1,0,2,1,NA,NA,1,2,1,0,0,1,NA,NA,NA,1,NA,NA,0,160,94,29.21,-98.39,"Although you asked about good and bad foods, you did not include snacks. I am bad about eating high calorie snacks when I am stressed, which is often. This is probably why I am obese and also stumped your survey.",female,61
0,1,NA,NA,NA,NA,1,NA,NA,0,2,0,0,2,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,162,54,NA,NA,,male,16
0,1,NA,1,1,NA,1,NA,NA,2,2,0,0,2,0,2,2,0,0,1,NA,NA,NA,0,0,0,0,165,86,48.43,-123.37,,female,32
0,1,NA,2,NA,NA,0,0,1,0,1,2,NA,NA,NA,1,1,NA,0,0,0,NA,NA,0,0,0,1,170,81,39.06,-94.63,,female,30
0,1,NA,0,0,NA,1,NA,NA,0,0,0,0,0,NA,0,1,NA,0,0,1,NA,NA,1,NA,NA,1,172,83,52.36,-1.17,,male,20
0,1,NA,NA,NA,NA,0,1,1,1,2,1,NA,NA,0,1,1,NA,0,0,1,NA,NA,1,NA,NA,0,182,97,NA,NA,,NA,NA
0,1,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,0,2,2,1,0,0,2,NA,NA,1,NA,NA,1,165,68,47.61,-122.34,,male,23
0,1,NA,NA,NA,NA,0,0,0,2,2,0,1,2,1,2,2,0,0,0,2,NA,NA,1,NA,NA,1,167,54,29.62,-82.37,It would be helpful to include a &quot;never&quot; in addition to &quot;almost never&quot;. I'm vegan so some things (ex. turkey) I don't eat.,female,21
0,0,NA,0,0,NA,0,0,0,0,2,1,NA,NA,0,2,2,0,0,2,NA,NA,NA,0,1,NA,1,187,90,42.01,-96.62,,male,33
0,1,NA,1,2,0,0,1,1,1,2,1,NA,NA,0,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,157,50,47.32,-122.32,,female,16
0,1,NA,1,0,NA,2,NA,NA,0,1,2,NA,NA,NA,2,0,0,0,2,NA,2,NA,NA,NA,NA,1,187,81,41.39,-73.96,,male,20
0,1,NA,2,NA,NA,0,0,1,1,2,0,0,1,1,2,2,0,0,1,NA,NA,NA,2,NA,NA,1,162,72,47.94,-122.23,,female,24
0,1,NA,NA,NA,NA,0,0,1,1,2,2,NA,NA,0,2,1,0,1,0,0,NA,NA,0,0,1,1,177,86,40.72,-73.43,,male,29
0,1,NA,2,NA,NA,0,0,0,0,2,1,NA,NA,0,1,1,NA,0,1,NA,NA,NA,0,1,NA,1,180,90,40.19,-83,,male,NA
0,2,0,0,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,0,2,NA,0,0,1,NA,NA,2,NA,NA,1,177,88,NA,NA,Little to no exercise.,male,24
0,1,NA,2,NA,NA,1,NA,NA,0,1,1,NA,NA,NA,2,2,0,0,2,NA,NA,NA,2,NA,NA,1,180,92,NA,NA,,female,23
0,1,NA,1,1,NA,2,NA,NA,0,1,2,NA,NA,NA,2,1,0,0,0,0,NA,NA,0,0,1,1,195,72,41.66,-91.55,,male,20
0,1,NA,NA,NA,NA,0,0,0,0,2,1,NA,NA,0,2,2,0,0,0,1,NA,NA,2,NA,NA,1,162,52,40.06,-74.41,,female,16
0,1,NA,2,NA,NA,0,1,1,0,0,1,NA,NA,NA,1,0,NA,0,2,NA,1,1,NA,NA,NA,1,182,67,44.28,-92.52,,male,19
1,1,NA,NA,NA,NA,0,0,1,0,2,0,0,0,1,2,1,0,0,0,0,NA,NA,0,1,NA,1,187,104,43.08,-89.37,,male,24
0,1,NA,0,1,NA,0,0,1,0,2,1,NA,NA,0,2,1,0,0,1,NA,NA,NA,1,NA,NA,0,175,99,44.02,-103.4,,male,21
1,1,NA,NA,NA,NA,0,0,0,1,2,1,NA,NA,1,2,2,0,0,0,1,NA,NA,0,1,NA,0,162,63,NA,NA,"I probably stumped your system because I love all types of food, but I know how to portion correctly. rnrnPlus, meat (extra lean ground beef, chicken breast) is leaner and less carbs than soy products and more filling, so I limit soy.",female,28
0,1,NA,1,0,NA,0,0,1,1,0,1,NA,NA,NA,2,1,0,0,0,0,NA,NA,0,0,1,1,180,58,34.42,-119.71,,male,16
0,1,NA,NA,NA,NA,1,NA,NA,2,2,1,NA,NA,0,2,2,0,1,0,2,NA,NA,2,NA,NA,1,172,58,18.12,100.16,,male,23
0,1,NA,1,0,NA,0,0,0,0,1,2,NA,NA,NA,1,2,NA,0,0,0,NA,NA,1,NA,NA,0,160,90,44.93,-93.01,,female,25
0,1,NA,0,2,0,0,1,0,0,2,2,NA,NA,0,1,2,NA,0,2,NA,NA,NA,1,NA,NA,0,167,99,NA,NA,,male,21
0,0,NA,1,0,NA,0,1,2,0,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,2,NA,NA,1,172,58,39.53,-119.81,,female,18
1,0,NA,1,0,NA,0,0,1,0,1,1,NA,NA,NA,0,1,NA,0,0,0,NA,NA,0,1,NA,1,175,95,32.8,-83.69,,male,31
0,1,NA,2,NA,NA,0,1,2,0,1,1,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,2,NA,NA,1,175,84,53.51,-113.55,Further breaking down the options would be better.,male,23
0,0,NA,2,NA,NA,0,0,1,0,1,0,0,1,NA,2,2,0,0,0,0,NA,NA,1,NA,NA,1,175,58,NA,NA,,male,14
0,1,NA,NA,NA,NA,0,1,2,0,2,1,NA,NA,0,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,161,55,33.89,35.5,tell me at the end what BMI you expect for me. that makes it fun.,female,31
1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,2,NA,0,0,0,NA,NA,0,0,0,0,183,75,48.14,11.58,,male,28
0,1,NA,NA,NA,NA,0,0,0,1,2,0,0,1,0,2,2,1,0,0,2,NA,NA,0,0,0,1,160,59,27.38,-82.17,,female,36
0,1,NA,NA,NA,NA,1,NA,NA,0,2,0,0,1,0,1,2,NA,0,0,1,NA,NA,2,NA,NA,1,178,57,NA,NA,,male,16
0,1,NA,NA,NA,NA,0,0,1,1,2,0,0,0,0,2,2,0,0,0,1,NA,NA,2,NA,NA,1,185,72,51.92,4.48,,male,17
0,1,NA,0,0,NA,0,1,2,0,1,0,0,0,NA,1,1,NA,0,0,1,NA,NA,2,NA,NA,1,182,67,NA,NA,,male,20
0,1,NA,NA,NA,NA,2,NA,NA,0,2,1,NA,NA,0,2,2,1,0,0,2,NA,NA,2,NA,NA,1,167,62,40.44,-74.48,,male,19
0,1,NA,1,0,NA,0,0,0,0,1,2,NA,NA,NA,2,1,0,0,0,0,NA,NA,0,0,0,0,180,120,39.72,-75.61,,male,35
0,1,NA,NA,NA,NA,1,NA,NA,0,2,0,0,0,0,0,2,NA,1,0,1,NA,NA,1,NA,NA,1,176,54,-37.69,176.17,,male,18
0,1,NA,1,0,NA,0,1,1,0,1,0,0,2,NA,2,1,0,0,1,NA,NA,NA,1,NA,NA,1,170,50,52.23,21.01,,male,18
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,,NA,NA
0,2,0,2,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,0,0,1,NA,NA,2,NA,NA,1,162,61,38.95,-94.6,,female,24
0,1,NA,1,0,NA,0,0,0,1,1,1,NA,NA,NA,2,2,0,0,0,0,NA,NA,1,NA,NA,0,170,106,40.04,-105.21,This might have accuracy problems because it doesn't ask about portion size.,female,29
0,1,NA,0,0,NA,0,0,1,0,2,1,NA,NA,0,1,1,NA,0,1,NA,NA,NA,2,NA,NA,1,193,98,55.17,23.88,,male,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,,NA,NA
0,2,0,1,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,0,0,1,NA,NA,1,NA,NA,1,167,58,NA,NA,,female,17
0,1,NA,2,NA,NA,0,0,1,1,1,0,0,2,NA,2,2,1,0,0,1,NA,NA,0,0,0,1,152,51,NA,NA,,female,33
0,0,NA,NA,NA,NA,0,0,0,0,2,1,NA,NA,0,2,2,0,0,0,0,NA,NA,0,0,0,1,180,73,37.81,-122.31,,male,25
0,1,NA,NA,NA,NA,0,0,1,2,2,2,NA,NA,0,2,2,0,0,0,1,NA,NA,0,0,1,1,182,84,39,-76.94,,male,21
0,1,NA,1,0,NA,1,NA,NA,0,1,1,NA,NA,NA,1,1,NA,0,0,1,NA,NA,0,2,NA,1,182,72,56.13,-106.35,,male,34
0,1,NA,NA,NA,NA,1,NA,NA,0,2,1,NA,NA,0,2,2,0,0,0,1,NA,NA,1,NA,NA,1,172,70,NA,NA,,female,18
0,1,NA,NA,NA,NA,0,0,2,1,2,0,0,0,0,1,1,NA,0,0,1,NA,NA,1,NA,NA,1,157,58,41.41,-83.66,,other,23
0,1,NA,0,1,NA,1,NA,NA,1,1,0,0,1,NA,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,157,56,NA,NA,,female,30
0,1,NA,2,NA,NA,1,NA,NA,0,1,1,NA,NA,NA,1,2,NA,0,0,2,NA,NA,1,NA,NA,1,175,74,51.28,1.08,,female,26
0,1,NA,1,0,NA,0,1,1,2,2,1,NA,NA,1,2,2,0,0,1,NA,NA,NA,1,NA,NA,1,180,92,NA,NA,,other,30
